Scenario,Total Fleet (thousands),electricity proportion,gasoline proportion,diesel proportion,hydrogen proportion,CNG proportion,LNG proportion,LPG proportion
Latvia_truck_2040,33144,0.05,0,0.535,0.31,0.105,0,0
Lithuania_truck_2040,73019,0.05,0,0.535,0.31,0.105,0,0
Luxembourg_truck_2040,13966,0.83,0,0.1,0.07,0,0,0
Malta_truck_2040,6834.49,0.093,0.004,0.89,0,0.013,0,0
Netherlands_truck_2040,158108,0.2727,0,0.3222,0.4051,0,0,0
Norway_truck_2040,88137,0.13,0,0.52,0.3,0.05,0,0
Poland_truck_2040,1234074,0.035,0,0.63,0.17,0.165,0,0
Portugal_truck_2040,135000,0.2,0,0.53,0.2,0.07,0,0
Romania_truck_2040,437267,0.05,0,0.535,0.31,0.105,0,0
Slovakia_truck_2040,83341,0.05,0,0.615,0.17,0.165,0,0
Slovenia_truck_2040,37951,0.05,0,0.535,0.31,0.105,0,0
Spain_truck_2040,571927,0.4,0,0.2,0.15,0,0.25,0
Sweden_truck_2040,85554,0.13,0,0.52,0.3,0.05,0,0
Switzerland_truck_2040,61410,0.65,0,0.05,0.3,0,0,0
United_Kingdom_truck_2040,740568,0.2727,0,0.3222,0.4051,0,0,0
Austria_truck_2050,74473,0.7,0,0,0.3,0,0,0
Belgium_truck_2050,138807,0.45,0,0,0.4,0,0.15,0
Bulgaria_truck_2050,53325.61,0.1,0,0.28,0.46,0.16,0,0
Croatia_truck_2050,51072,0,0,0.395,0.15,0.455,0,0
Cyprus_truck_2050,13710,0.1,0,0.28,0.46,0.16,0,0
Czechia_truck_2050,186905,0.1,0,0.36,0.37,0.12,0.05,0
Denmark_truck_2050,43227,0,0,0,0.700444444,0.299555556,0,0
Estonia_truck_2050,41014,0.32,0,0.2,0.4,0.04,0.04,0
Finland_truck_2050,94771,0.027777778,0,0,0.509259259,0.25,0.212962963,0
France_truck_2050,616467,0.47,0,0.03,0.15,0.23,0.12,0
Germany_truck_2050,964696,0.5,0,0,0.48,0,0.02,0
Greece_truck_2050,225571,0.074074074,0,0,0.87037037,0.055555556,0,0
Hungary_truck_2050,95964,0.1,0,0.28,0.46,0.16,0,0
Italy_truck_2050,48158,0.3,0,0,0.55,0,0.15,0
Ireland_truck_2050,960284,0.27,0,0.05,0.35,0,0.33,0
Latvia_truck_2050,33144,0.1,0,0.28,0.46,0.16,0,0
Lithuania_truck_2050,73019,0.1,0,0.28,0.46,0.16,0,0
Luxembourg_truck_2050,13966,0.796296296,0,0,0.203703704,0,0,0
Malta_truck_2050,6834.49,0.54,0,0.09,0.29,0.08,0,0
Netherlands_truck_2050,158108,0.3,0,0.2,0.5,0,0,0
Norway_truck_2050,88137,0.09,0,0,0.8,0.11,0,0
Poland_truck_2050,1234074,0.09,0,0.365,0.325,0.22,0,0
Portugal_truck_2050,135000,0.4,0,0,0.55,0.05,0,0
Romania_truck_2050,437267,0.1,0,0.28,0.46,0.16,0,0
Slovakia_truck_2050,83341,0.1,0,0.36,0.32,0.22,0,0
Slovenia_truck_2050,37951,0.1,0,0.28,0.46,0.16,0,0
Spain_truck_2050,571927,0.85,0,0,0.15,0,0,0
Sweden_truck_2050,85554,0.09,0,0,0.8,0.11,0,0
Switzerland_truck_2050,61410,0.7,0,0,0.3,0,0,0
United_Kingdom_truck_2050,740568,0.3,0,0.2,0.5,0,0,0
Austria_van_2030,493387,0.410460817,4.70E-05,0.49716453,0.065,0.027115321,0,0.000212307
Belgium_van_2030,861148,0.275722028,0.146056664,0.524643652,0.0415,0.004189218,0,0.007888438
Bulgaria_van_2030,46393.2807,0.111936708,5.02E-05,0.757164728,0.12,0.010373381,0,0.000475032
Croatia_van_2030,162644,0.058104388,3.69E-05,0.916542707,0,0.023355161,0,0.001960866
Cyprus_van_2030,104216,0.111666667,0,0.758089928,0.12,0.01,0,0.000243406
Czechia_van_2030,610405,0.112746876,4.10E-05,0.771788575,0.065,0.037923305,0,0.012500238
Denmark_van_2030,373267,0.112221514,4.98E-05,0.795488887,0.065,0.027239765,0,0
Estonia_van_2030,99094,0.170688999,5.06E-05,0.790356149,0.025,0.009360433,0,0.004543808
Finland_van_2030,343927,0.077177966,4.20E-05,0.649007785,0.092592593,0.181179644,0,0
France_van_2030,6279138,0.275995686,6.90E-05,0.692971832,0.005,0.025377409,0,0.000586103
Germany_van_2030,3141643,0.401023593,0.015077196,0.495707391,0.075,0.010836152,0,0.002355667
Greece_van_2030,944308,0.051354037,6.57E-05,0.812028697,0.125,0.010800027,0,0.00075149
Hungary_van_2030,501553,0.112679626,5.75E-05,0.756628617,0.12,0.010595149,0,3.91E-05
Italy_van_2030,404521,0.112359374,4.51E-05,0.797586858,0.065,0.025,0,8.70E-06
Ireland_van_2030,4318840,0.190306474,3.90E-05,0.629099196,0.085,0.084068438,0,0.01148689
Latvia_van_2030,63177,0.11204799,3.73E-05,0.757664107,0.12,0.010055617,0,0.000195013
Lithuania_van_2030,56012,0.111990935,2.78E-05,0.757502226,0.12,0.010214271,0,0.000264814
Luxembourg_van_2030,40872,0.427668081,5.89E-05,0.571257476,0.0005,0,0,0.000515557
Malta_van_2030,45738.51,0.153052827,0.009,0.835233387,0,0.0015,0,0.001213787
Netherlands_van_2030,1057084,0.269973773,0.005499594,0.613495698,0.09165,0,0,0.019380935
Norway_van_2030,535454,1,0,0,0,0,0,0
Poland_van_2030,2905731,0.111915847,6.43E-05,0.762131726,0.07,0.026261754,0,0.029626386
Portugal_van_2030,1150000,0.206825978,4.31E-05,0.717674533,0.05,0.025018433,0,0.00043798
Romania_van_2030,750751,0.113983311,4.06E-05,0.755951925,0.12,0.01,0,2.42E-05
Slovakia_van_2030,285860,0.111763477,4.27E-05,0.798193786,0.065,0.025,0,0
Slovenia_van_2030,94850,0.112078289,4.98E-05,0.750566396,0.12,0.011227673,0,0.006077884
Spain_van_2030,3898195,0.200788106,7.60E-05,0.623721584,0,0.175119421,0,0.00029492
Sweden_van_2030,605668,1,0,0,0,0,0,0
Switzerland_van_2030,426290,0.401023593,0.015077196,0.495707391,0.075,0.010836152,0,0.002355667
United_Kingdom_van_2030,5323255,0.269973773,0.005499594,0.613495698,0.09165,0,0,0.019380935
Austria_van_2040,493387,0.82,0,0,0.13,0.05,0,0
Belgium_van_2040,861148,0.549,0.292,0.073,0.083,0.003,0,0
Bulgaria_van_2040,46393.2807,0.223333333,0,0.516666667,0.24,0.02,0,0
Croatia_van_2040,162644,0.116,0,0.838,0,0.046,0,0
Cyprus_van_2040,104216,0.223333333,0,0.516666667,0.24,0.02,0,0
Czechia_van_2040,610405,0.223333333,0,0.596666667,0.13,0.05,0,0
Denmark_van_2040,373267,0.223333333,0,0.596666667,0.13,0.05,0,0
Estonia_van_2040,99094,0.34,0,0.6,0.05,0.01,0,0
Finland_van_2040,343927,0.148148148,0,0.305555556,0.185185185,0.361111111,0,0
France_van_2040,6279138,0.55,0,0.39,0.01,0.05,0,0
Germany_van_2040,3141643,0.8,0.03,0.02,0.15,0,0,0
Greece_van_2040,944308,0.101851852,0,0.628148148,0.25,0.02,0,0
Hungary_van_2040,501553,0.223333333,0,0.516666667,0.24,0.02,0,0
Italy_van_2040,404521,0.223333333,0,0.596666667,0.13,0.05,0,0
Ireland_van_2040,4318840,0.38,0,0.31,0.17,0.13,0,0.01
Latvia_van_2040,63177,0.223333333,0,0.516666667,0.24,0.02,0,0
Lithuania_van_2040,56012,0.223333333,0,0.516666667,0.24,0.02,0,0
Luxembourg_van_2040,40872,0.85,0,0.149,0.001,0,0,0
Malta_van_2040,45738.51,0.305,0.018,0.674,0,0.003,0,0
Netherlands_van_2040,1057084,0.524,0.0044,0.2728,0.1833,0,0,0.0155
Norway_van_2040,535454,1,0,0,0,0,0,0
Poland_van_2040,2905731,0.223333333,0,0.586666667,0.14,0.05,0,0
Portugal_van_2040,1150000,0.413333333,0,0.436666667,0.1,0.05,0,0
Romania_van_2040,750751,0.223333333,0,0.516666667,0.24,0.02,0,0
Slovakia_van_2040,285860,0.223333333,0,0.596666667,0.13,0.05,0,0
Slovenia_van_2040,94850,0.223333333,0,0.516666667,0.24,0.02,0,0
Spain_van_2040,3898195,0.4,0,0.25,0,0.35,0,0
Sweden_van_2040,605668,1,0,0,0,0,0,0
Switzerland_van_2040,426290,0.8,0.03,0.02,0.15,0,0,0
United_Kingdom_van_2040,5323255,0.524,0.0044,0.2728,0.1833,0,0,0.0155
Austria_van_2050,493387,0.85,0,0,0.15,0,0,0
Belgium_van_2050,861148,0.85,0,0,0.15,0,0,0
Bulgaria_van_2050,46393.2807,0.406666667,0,0.233333333,0.33,0.03,0,0
Croatia_van_2050,162644,0.552,0,0.227,0.055,0.166,0,0
Cyprus_van_2050,104216,0.406666667,0,0.233333333,0.33,0.03,0,0
Czechia_van_2050,610405,0.406666667,0,0.293333333,0.24,0.06,0,0
Denmark_van_2050,373267,0.4,0,0,0.6,0,0,0
Estonia_van_2050,99094,0.75,0,0.15,0.05,0.05,0,0
Finland_van_2050,343927,0.407407407,0,0,0.277777778,0.314814815,0,0
France_van_2050,6279138,0.86,0,0.03,0.03,0.08,0,0
Germany_van_2050,3141643,0.9,0.005,0.005,0.09,0,0,0
Greece_van_2050,944308,0.442222222,0,0,0.527777778,0.03,0,0
Hungary_van_2050,501553,0.406666667,0,0.233333333,0.33,0.03,0,0
Italy_van_2050,404521,0.406666667,0,0.293333333,0.24,0.06,0,0
Ireland_van_2050,4318840,0.75,0,0,0.24,0.01,0,0
Latvia_van_2050,63177,0.406666667,0,0.233333333,0.33,0.03,0,0
Lithuania_van_2050,56012,0.406666667,0,0.233333333,0.33,0.03,0,0
Luxembourg_van_2050,40872,0.935185185,0,0,0.064814815,0,0,0
Malta_van_2050,45738.51,0.406666667,0,0.233333333,0.33,0.03,0,0
Netherlands_van_2050,1057084,0.7,0,0.05,0.25,0,0,0
Norway_van_2050,535454,1,0,0,0,0,0,0
Poland_van_2050,2905731,0.396666667,0,0.293333333,0.25,0.06,0,0
Portugal_van_2050,1150000,0.716666667,0,0.033333333,0.2,0.05,0,0
Romania_van_2050,750751,0.406666667,0,0.233333333,0.33,0.03,0,0
Slovakia_van_2050,285860,0.406666667,0,0.293333333,0.24,0.06,0,0
Slovenia_van_2050,94850,0.406666667,0,0.233333333,0.33,0.03,0,0
Spain_van_2050,3898195,0.6,0,0,0.19,0.21,0,0
Sweden_van_2050,605668,1,0,0,0,0,0,0
Switzerland_van_2050,426290,0.9,0.005,0.005,0.09,0,0,0
United_Kingdom_van_2050,5323255,0.7,0,0.05,0.25,0,0,0
XX_bus,9316,0.431370472,0.017685415,0.307073693,0.11935,0.124151471,0.000368949,0
XX_truck,158108,0.3,0,0.2,0.5,0,0,0
XX_van,1057084,0.7,0,0.05,0.25,0,0,0
XX_car,5626694.517,0.217768233,0.514622643,0.171534473,0.07835,0,0,0.01772465
XX_car_own_driveway,5626694.517,0.217768233,0.514622643,0.171534473,0.07835,0,0,0.01772465
XX_car_street_parking,5626694.517,0.217768233,0.514622643,0.171534473,0.07835,0,0,0.01772465
